Data,Mês,Ano,Unidade,Categoria ,Turno ,Contagem,Observação 
09/08/2022,Agosto,2022,Pe. Eutiquio,Funcionário,Manhã,2,
09/08/2022,Agosto,2022,Pe. Eutiquio,Aluno Presencial,Tarde,14,"Atividade da turma Jun 5, professora Gisele. Alunos: 07"
09/08/2022,Agosto,2022,Pe. Eutiquio,Funcionário,Tarde,2,
09/08/2022,Agosto,2022,Pe. Eutiquio,Externo,Tarde,2,
10/08/2022,Agosto,2022,Pe. Eutiquio,Aluno Presencial,Manhã,1,
10/08/2022,Agosto,2022,Pe. Eutiquio,Funcionário,Manhã,1,
10/08/2022,Agosto,2022,Pe. Eutiquio,Aluno Presencial,Tarde,7,
10/08/2022,Agosto,2022,Pe. Eutiquio,Externo,Tarde,3,
10/08/2022,agosto,2022,Marco,Aluno Presencial,Tarde,11,
11/08/2022,Agosto,2022,Pe. Eutiquio,Externo,Tarde,4,
12/08/2022,Agosto,2022,Pe. Eutiquio,Aluno Presencial,Tarde,49,"Atividade Welcome - Star 4 e Top 2, professores: Matheus e Luiza"
12/08/2022,Agosto ,2022,Pe. Eutiquio,Funcionário,Tarde,4,
12/08/2022,Agosto,2022,Marco,Aluno Presencial,Tarde,13,"Atividade extra, turma Top 4, alunos: 12, professor Celso Torres"
12/08/2022,Agosto,2022,Marco,Funcionário,Tarde,3,
12/08/2022,Agosto,2022,Marco,Externo,Tarde,1,
13/08/2022,Agosto,2022,Pe. Eutiquio,Aluno Presencial,Manhã,15,"Atividade Welcome - Jun 6, professora: Vitória"
13/08/2022,Agosto,2022,Pe. Eutiquio,Funcionário,Manhã,1,
13/08/2022,Agosto ,2022,Marco,Aluno Presencial,Manhã,2,
13/08/2022,Agosto,2022,Marco,Externo,Manhã,1,
13/08/2022,Agosto,2022,Marco,Funcionário,Manhã,1,
